task,query_id,corpus_id,pident,evalue,bitscore
arch,A0B7V0,Q3A3B5,34.677,1.04e-33,120.0
arch,A0B7V0,Q253C0,32.927,1.79e-32,118.0
arch,A0B7V0,B1I1B5,34.109,2.21e-32,117.0
arch,A0B7V0,B8I814,31.837,4.5800000000000004e-32,116.0
arch,A0B7V0,B1YH83,32.231,2.93e-31,114.0
arch,A0B7V0,Q93NE2,34.146,3.4400000000000004e-31,114.0
arch,A0B7V0,B8D7A3,32.365,5.02e-31,114.0
arch,A0B7V0,A4G4G0,32.937,7.29e-31,114.0
arch,A0B7V0,C5CGS8,34.137,7.9e-31,113.0
arch,A0B7V0,Q8D2P5,30.453,1.3599999999999999e-30,113.0
arch,A0B7V0,B2A4Q5,30.0,2.14e-30,112.0
arch,A0B7V0,A1KWB6,33.607,4.36e-30,112.0
arch,A0B7V0,Q74L59,33.2,4.9899999999999994e-30,111.0
arch,A0B7V0,Q0AUL4,31.325,8.33e-30,110.0
arch,A0B7V0,Q8CXP1,30.894,1.9200000000000002e-29,109.0
arch,A0B7V0,A9BNH5,32.472,4.76e-28,107.0
arch,A0B7V0,A8F079,30.0,1e-27,105.0
arch,A0B7V0,B9KIN8,33.195,2.4400000000000003e-27,104.0
arch,A0B7V0,B5YGE4,30.83,2.5200000000000003e-27,104.0
arch,A0B7V0,Q5FPX3,34.137,3.0600000000000002e-27,104.0
arch,A0B7V0,C4XPZ9,34.661,5.600000000000001e-27,103.0
arch,A0B7V0,B3E0A0,30.833,5.990000000000001e-27,103.0
arch,A0B7V0,B1XV49,31.89,6.39e-27,103.0
arch,A0B7V0,A2BTB3,29.388,6.530000000000001e-27,103.0
arch,A0B7V0,O66953,30.38,7.06e-27,102.0
arch,A0B7V0,Q3K3S9,29.675,1.12e-26,102.0
arch,A0B7V0,Q45557,29.707,1.99e-26,101.0
arch,A0B7V0,B0S2E1,28.631,2.78e-26,101.0
arch,A0B7V0,A5N4T0,27.755,4.08e-26,100.0
arch,A0B7V0,B3DQE2,28.369,5.72e-26,101.0
arch,A0B7V0,A5IV03,28.74,5.840000000000001e-26,100.0
arch,A0B7V0,B5Y955,31.667,9.820000000000001e-26,100.0
arch,A0B7V0,Q7TU07,31.25,1.46e-25,100.0
arch,A0B7V0,Q7NAQ9,32.083,2.64e-25,99.0
arch,A0B7V0,B5YDX5,29.046,3.56e-25,98.2
arch,A0B7V0,P65847,32.296,3.61e-25,99.4
arch,A0B7V0,O24712,29.688,4.04e-25,99.4
arch,A0B7V0,B7J0V1,28.807,6.63e-25,97.8
arch,A0B7V0,B3R022,29.63,8.88e-25,97.4
arch,A0B7V0,Q5SHU9,32.661,3.32e-24,95.9
arch,A0B7V0,Q03PY8,31.89,5.2099999999999996e-24,95.9
arch,A0B7V0,C0QZT8,30.04,6.67e-24,95.1
arch,A0B7V0,A9WH95,32.653,7.28e-24,95.5
arch,A0B7V0,B0SC03,34.8,8.66e-24,95.1
arch,A0B7V0,Q6AD25,31.179,1.03e-23,95.5
arch,A0B880,C4XIR5,45.211,2.84e-60,189.0
arch,A0B880,A7HMY3,41.199,5.95e-56,179.0
arch,A0B880,Q0BQJ9,46.341,0.008,35.0
arch,A0B880,B0RUA4,36.364,0.18,31.2
arch,A0B880,A8GV42,30.12,0.25,30.4
arch,A0B880,Q1IZM1,28.743,0.5,29.6
arch,A0B880,B1MX70,36.111,0.54,29.3
arch,A0B880,B2V771,29.091,0.86,28.9
arch,A0B880,Q6MRL7,46.667,0.9,28.9
arch,A0B880,Q9HUY1,31.373,1.7,28.1
arch,A0B880,B3QWI0,27.381,1.9,27.7
arch,A0B880,Q045M0,29.787,2.0,27.7
arch,A0B880,Q31GI3,29.577,2.8,27.3
arch,A0B880,Q04HB6,35.135,3.6,26.9
arch,A0B880,B7J4J4,45.0,3.7,26.9
arch,A0B880,Q9KE16,37.209,6.0,26.2
arch,A0B886,B8E2H4,39.529,8.440000000000001e-85,261.0
arch,A0B886,Q7MSU1,37.76,6.74e-75,236.0
arch,A0B886,B3E9Z4,35.279,1.88e-68,219.0
arch,A0B886,Q3A1W7,33.92,3.8000000000000003e-66,213.0
arch,A0B886,Q2JPU4,34.43,3.9800000000000003e-66,213.0
arch,A0B886,Q6AQ96,35.958,5.1e-65,210.0
arch,A0B886,A5UQV9,35.176,3.5e-64,209.0
arch,A0B886,A0LLA7,35.696,9.63e-64,207.0
arch,A0B886,B9KXX3,35.99,1.93e-62,204.0
arch,A0B886,C6BXJ6,30.17,2.92e-61,201.0
arch,A0B886,B1GYP6,32.905,2.3600000000000003e-59,196.0
arch,A0B886,Q2IHM1,36.0,3.7400000000000002e-59,195.0
arch,A0B886,P59806,36.17,5.59e-55,184.0
arch,A0B886,Q833U9,29.393,2.97e-49,167.0
arch,A0B886,Q8Z098,28.78,5.01e-48,167.0
arch,A0B886,Q4FNS1,37.143,3.6,27.7
arch,A0B886,A5FRY4,29.545,8.6,25.0
arch,A0B886,Q2N5U7,28.846,9.3,26.6
arch,A0B8J3,D2QS27,38.009,6.79e-45,149.0
arch,A0B8J3,C7PEQ0,36.404,2.53e-44,148.0
arch,A0B8J3,A5FJK8,37.327,2.1199999999999998e-42,142.0
arch,A0B8J3,B9KXJ4,32.877,0.002,36.6
arch,A0B8J3,B0TY42,29.333,0.008,34.7
arch,A0B8J3,A9KCF2,33.333,0.027,33.5
arch,A0B8J3,Q3ZYM9,41.667,0.036,32.7
arch,A0B8J3,Q2JK82,45.714,0.063,32.0
arch,A0B8J3,O67098,34.0,0.13,31.2
arch,A0B8J3,Q3AD49,50.0,0.17,30.8
arch,A0B8J3,B8D115,37.255,0.18,30.8
arch,A0B8J3,Q1D4M2,42.424,0.19,30.4
arch,A0B8J3,A1URL3,32.0,0.23,30.4
arch,A0B8J3,O66540,51.852,0.25,30.0
arch,A0B8J3,Q88UE2,30.159,0.29,30.0
arch,A0B8J3,A5EV79,27.119,0.31,30.0
arch,A0B8J3,Q5SJ28,43.59,0.34,29.6
arch,A0B8J3,Q7NFI7,33.898,0.39,29.6
arch,A0B8J3,A4XL21,26.582,0.4,29.6
arch,A0B8J3,A1WJ81,34.375,0.55,29.3
arch,A0B8J3,Q24SU9,51.852,0.56,29.3
arch,A0B8J3,Q186F8,35.849,0.68,28.9
arch,A0B8J3,Q5FNS8,32.051,0.69,28.9
arch,A0B8J3,Q058A3,32.308,0.9,28.5
arch,A0B8J3,Q9X8N8,45.0,0.94,28.9
arch,A0B8J3,Q1IWD2,57.692,1.0,28.5
arch,A0B8J3,Q2Y6G2,27.273,1.2,28.1
arch,A0B8J3,B9KY71,32.0,1.2,28.1
arch,A0B8J3,A1WYL4,37.5,1.3,28.1
arch,A0B8J3,C0QWR6,23.881,1.7,27.7
arch,A0B8J3,A7H5V3,30.645,1.7,27.7
arch,A0B8J3,Q47XB4,32.558,1.7,27.7
arch,A0B8J3,A2C1N4,28.333,1.8,27.7
arch,A0B8J3,A6LKW9,21.277,2.0,27.7
arch,A0B8J3,A4G9I7,29.31,2.0,27.3
arch,A0B8J3,Q3A247,44.444,2.0,27.3
arch,A0B8J3,A9NG35,36.585,2.0,27.3
arch,A0B8J3,Q0RRG0,40.0,2.3,27.3
arch,A0B8J3,Q7VQW6,27.632,2.4,27.3
arch,A0B8J3,A0LLI5,29.268,2.5,27.3
arch,A0B8J3,A5IM24,45.946,2.5,27.3
arch,A0B8J3,Q8R884,37.838,2.7,26.9
arch,A0B8J3,Q8EWT4,27.586,2.8,26.9
arch,A0B8J3,B3DX48,33.333,2.9,27.3
arch,A0B8J3,B8G2M3,34.286,2.9,27.3
arch,A0B8J3,P51012,37.736,2.9,26.9
arch,A0B8J3,A5IT66,50.0,3.2,26.6
arch,A0B8J3,P59520,28.767,3.4,26.6
arch,A0B8J3,P74782,32.258,3.6,26.9
arch,A0B8J3,Q8ESS1,46.154,4.0,26.6
arch,A0B8N3,A5FRP8,49.309,1e-65,201.0
arch,A0B8N3,A6LNA6,41.395,3.16e-65,199.0
arch,A0B8N3,B5YD80,48.039,2.97e-64,197.0
arch,A0B8N3,C5CGG9,42.13,2.83e-63,194.0
arch,A0B8N3,Q7NDJ2,48.899,1.3900000000000001e-58,183.0
arch,A0B8N3,A5GD74,51.042,4.5e-58,181.0
arch,A0B8N3,B7K379,41.704,7.75e-57,178.0
arch,A0B8N3,Q0A5M1,44.545,2.5499999999999998e-53,169.0
arch,A0B8N3,Q1DC68,47.926,7.32e-52,166.0
arch,A0B8N3,A1JIJ2,44.271,8.81e-49,157.0
arch,A0B8N3,O66824,41.398,8.119999999999999e-45,147.0
arch,A0B8N3,Q6MDK2,39.381,2.35e-44,146.0
arch,A0B8N3,Q2P5R1,44.385,1.49e-41,139.0
arch,A0B8N3,Q5SIM2,41.667,3.09e-41,138.0
arch,A0B8N3,B6IUZ1,43.128,5.92e-38,130.0
arch,A0B8N3,Q9X7N2,44.134,1.31e-34,121.0
arch,A0B8N3,A7Z9I5,32.883,1.4399999999999999e-34,121.0
arch,A0B8N3,A1KWD9,32.812,0.12,31.2
arch,A0B8N3,Q7U321,31.481,0.21,30.0
arch,A0B8N3,Q3Z9C5,40.0,0.75,28.9
arch,A0B8N3,B3CT26,27.273,1.2,27.7
arch,A0B8N3,Q67TJ2,26.0,4.5,26.2
arch,A0B8N3,A9EYY7,31.818,5.6,26.2
arch,A0B8N3,B4SE02,24.59,6.5,25.8
arch,A0B8N3,B5EAW7,32.692,7.6,25.8
arch,A0B8N3,Q2G955,31.915,8.7,25.0
arch,A0B8N3,A0L7L5,44.444,8.9,25.4
arch,A0B976,Q0AYB5,45.743,0.0,748.0
arch,A0B976,A4J5Q6,44.879,0.0,738.0
arch,A0B976,Q2LUL3,45.734,0.0,731.0
arch,A0B976,Q3ACA5,45.172,0.0,707.0
arch,A0B976,Q1D5J6,44.633,0.0,706.0
arch,A0B976,Q6MBV4,44.294,0.0,705.0
arch,A0B976,C0QFS1,42.424,0.0,701.0
arch,A0B976,B5EA63,45.216,0.0,698.0
arch,A0B976,Q24X61,44.162,0.0,697.0
arch,A0B976,B5YJY3,44.848,0.0,694.0
arch,A0B976,B9EBI4,41.332,0.0,677.0
arch,A0B976,Q6AQ04,42.808,0.0,676.0
arch,A0B976,Q2S254,42.094,0.0,675.0
arch,A0B976,Q10YG4,43.234,0.0,671.0
arch,A0B976,Q1IN52,43.228,0.0,671.0
arch,A0B976,C0QPF0,40.967,0.0,668.0
arch,A0B976,A4IMI0,45.149,0.0,665.0
arch,A0B976,Q7UP05,42.458,0.0,661.0
arch,A0B976,Q187T6,41.294,0.0,658.0
arch,A0B976,A5FQC0,43.072,0.0,655.0
arch,A0B976,A0L7L5,43.584,0.0,655.0
arch,A0B976,Q048Y4,40.914,0.0,649.0
arch,A0B976,B2TIC3,41.892,0.0,648.0
arch,A0B976,B3EP11,41.782,0.0,639.0
arch,A0B976,B8J008,39.579,0.0,626.0
arch,A0B976,Q8RFK2,38.932,0.0,623.0
arch,A0B976,Q1LTQ0,41.676,0.0,615.0
arch,A0B976,A9WFZ9,39.278,0.0,605.0
arch,A0B976,Q7MXR7,38.989,0.0,600.0
arch,A0B976,B0S1C1,38.792,0.0,600.0
arch,A0B976,A7HMG4,40.949,0.0,599.0
arch,A0B976,A9NGL6,38.288,0.0,594.0
arch,A0B976,Q3JYM3,38.399,0.0,590.0
arch,A0B976,B2KB17,39.171,0.0,590.0
arch,A0B976,B1N025,38.596,0.0,584.0
arch,A0B976,Q1LPG5,40.749,0.0,583.0
arch,A0B976,B2S2S5,38.074,0.0,580.0
arch,A0B976,A8EZG1,37.045,0.0,577.0
arch,A0B976,B0VAU7,39.886,0.0,577.0
arch,A0B976,Q14GB1,37.312,0.0,570.0
arch,A0B976,Q56239,40.925,0.0,570.0
arch,A0B976,A9GIM9,41.501,0.0,566.0
arch,A0B976,A2C5T5,39.606,0.0,565.0
arch,A0B976,Q7UZL6,36.559,0.0,562.0
arch,A0B976,P61669,38.417,0.0,555.0
arch,A0B976,A5EX62,37.312,0.0,548.0
arch,A0B976,Q0BV38,38.444,0.0,545.0
arch,A0B976,Q2GJL7,38.91,0.0,545.0
arch,A0B976,Q8K9D2,36.962,0.0,541.0
arch,A0B976,C0R5H4,37.695,1.8700000000000003e-179,537.0
arch,A0B977,B5YE42,38.276,2.23e-118,360.0
arch,A0B977,A5D2K5,38.424,3.0699999999999998e-114,350.0
arch,A0B977,B7GIA3,35.033,9.55e-114,349.0
arch,A0B977,Q97I20,33.226,2.36e-110,340.0
arch,A0B977,A1AT89,36.678,1.03e-109,338.0
arch,A0B977,B1H0C7,34.448,1.03e-108,335.0
arch,A0B977,B2GB18,33.491,3.61e-108,335.0
arch,A0B977,B1I293,37.173,1.26e-106,329.0
arch,A0B977,Q0AYB2,35.484,2.05e-106,329.0
arch,A0B977,Q3A504,35.36,2.8899999999999997e-106,330.0
arch,A0B977,Q3ACA6,36.286,2.8300000000000003e-105,326.0
arch,A0B977,B1YMD8,34.826,4.1200000000000005e-103,321.0
arch,A0B977,Q2IIL0,34.804,1.67e-100,314.0
arch,A0B977,B6J016,34.843,6.259999999999999e-95,299.0
arch,A0B977,Q72PF7,32.998,3.08e-90,287.0
arch,A0B977,A5FW68,37.094,1.54e-89,285.0
arch,A0B977,A0Q0M7,30.124,2.0999999999999997e-89,286.0
arch,A0B977,A5VTW1,33.28,2.44e-89,286.0
arch,A0B977,A8GY89,33.388,6.019999999999999e-89,284.0
arch,A0B977,B2KB18,33.496,4.79e-88,282.0
arch,A0B977,Q07RR2,34.3,2.49e-84,272.0
arch,A0B977,A8F560,33.156,2.99e-84,270.0
arch,A0B977,B5YIZ6,33.042,2.67e-83,268.0
arch,A0B977,A5EXM6,33.113,2.98e-83,269.0
arch,A0B977,A6SV55,33.007,6.74e-83,268.0
arch,A0B977,B2ULE2,31.201,2.74e-82,267.0
arch,A0B977,Q67NL0,44.242,6.67e-81,264.0
arch,A0B977,A4J5Q3,44.0,8.01e-81,264.0
arch,A0B977,Q11Z58,30.428,7.800000000000001e-80,260.0
arch,A0B977,C6E4L2,39.946,1.75e-79,260.0
arch,A0B977,C1A8L2,30.706,1.59e-78,257.0
arch,A0B977,C0QSY6,32.384,1.22e-77,252.0
arch,A0B977,B9K7B8,32.136,1.35e-77,252.0
arch,A0B977,A5VIX0,42.54,3.34e-77,255.0
arch,A0B977,B0K1A3,40.419,8.29e-76,250.0
arch,A0B977,B1ZZY2,44.411,1.41e-75,249.0
arch,A0B977,B0TB10,41.071,7.04e-75,248.0
arch,A0B977,A0LJK2,42.508,8.7700000000000005e-75,248.0
arch,A0B977,A6QGJ5,40.549,1.2899999999999999e-74,248.0
arch,A0B977,Q5WFY4,37.158,2.62e-74,247.0
arch,A0B977,A7FUK9,38.082,3.22e-74,247.0
arch,A0B977,A6TR78,37.16,4.39e-74,246.0
arch,A0B977,Q0STR3,36.828,8.11e-74,246.0
arch,A0B977,A2RGV3,39.939,5.0600000000000004e-73,243.0
arch,A0B977,C4ZA52,38.329,5.2800000000000006e-73,243.0
arch,A0B977,B8CX97,38.509,1.61e-72,242.0
arch,A0B977,C5CF28,30.428,3.6800000000000003e-72,240.0
arch,A0B977,Q5GSP0,42.813,3.69e-72,240.0
arch,A0B977,A8FDH4,39.481,6.37e-72,240.0
arch,A0B977,C1F876,39.316,1.05e-71,240.0
arch,A0B999,B5YJ55,39.194,4.9299999999999994e-68,210.0
arch,A0B999,Q8RAG2,38.76,3.29e-53,172.0
arch,A0B999,Q5WHI2,41.852,2.09e-49,162.0
arch,A0B999,B5EH68,43.06,3.67e-49,162.0
arch,A0B999,Q24UV9,38.828,1.2399999999999999e-48,160.0
arch,A0B999,B9E6Y4,38.909,9.290000000000001e-47,155.0
arch,A0B999,A8MEE1,36.496,2.8599999999999998e-46,154.0
arch,A0B999,Q5SJF8,41.111,1.93e-45,152.0
arch,A0B999,P54374,37.545,3.4e-45,151.0
arch,A0B999,A9VHW1,38.652,6.18e-45,150.0
arch,A0B999,Q3AEF5,38.095,6.19e-45,151.0
arch,A0B999,A0L3K8,37.729,3.09e-44,149.0
arch,A0B999,A4J3A0,38.652,7.17e-44,148.0
arch,A0B999,Q2S0A0,39.35,7.71e-44,148.0
arch,A0B999,B8D2C6,35.206,1.07e-42,145.0
arch,A0B999,A5FRZ5,33.577,1.1399999999999998e-42,145.0
arch,A0B999,P74591,37.091,1.5799999999999997e-42,145.0
arch,A0B999,Q8CP09,33.962,3.14e-42,144.0
arch,A0B999,Q6G1B5,36.68,6.84e-42,143.0
arch,A0B999,Q2RI72,42.599,5.2e-41,141.0
arch,A0B999,Q1AWA3,40.741,1e-40,140.0
arch,A0B999,C4L3U2,41.86,2.26e-40,138.0
arch,A0B999,Q4FNS5,32.819,2.67e-40,138.0
arch,A0B999,Q0SV31,33.071,1.23e-39,137.0
arch,A0B999,A0LLU7,38.29,2.01e-39,137.0
arch,A0B999,B9DV19,38.686,4.13e-39,136.0
arch,A0B999,Q0C6A6,37.405,1.66e-38,134.0
arch,A0B999,B5YE16,34.201,6.2700000000000005e-37,130.0
arch,A0B999,A4VVS8,34.191,6.320000000000001e-37,130.0
arch,A0B999,B1HUI4,36.029,6e-36,127.0
arch,A0B999,Q30VD9,33.574,1.41e-35,126.0
arch,A0B999,Q3J818,35.938,2.56e-35,126.0
arch,A0B999,A5I4X1,30.35,4.0400000000000004e-35,125.0
arch,A0B999,Q0AKD6,35.938,5.23e-35,125.0
arch,A0B999,Q057D3,29.344,9.74e-35,124.0
arch,A0B999,Q131U9,34.127,1.4e-34,124.0
arch,A0B999,A1AW87,31.868,1.42e-34,124.0
arch,A0B999,B9JG24,36.154,1.6299999999999999e-34,124.0
arch,A0B999,Q5FPK1,39.382,1.8899999999999998e-34,123.0
arch,A0B999,B1YKR3,35.955,2.76e-34,122.0
arch,A0B999,A2BTT7,31.786,4.43e-34,122.0
arch,A0B999,Q0AZJ6,32.069,7.07e-34,122.0
arch,A0B999,B9MKW9,33.077,1.86e-33,121.0
arch,A0B999,B4S253,35.135,2.1400000000000002e-33,120.0
arch,A0B999,Q3IDI6,34.231,3.45e-33,120.0
arch,A0B999,Q2JRC6,36.655,6.03e-33,120.0
arch,A0B999,Q8EPU9,33.696,1.7500000000000002e-32,118.0
arch,A0B999,C6BUS3,34.981,3.6e-32,117.0
arch,A0B999,B0V707,31.641,1.4700000000000002e-31,115.0
arch,A0B999,Q9ZJX8,28.832,3.3600000000000003e-31,114.0
arch,A0B9D8,Q2RIT8,41.827,6.58e-43,142.0
arch,A0B9D8,P16923,38.863,2.32e-35,122.0
arch,A0B9D8,A3DDS6,37.089,3.25e-35,122.0
arch,A0B9D8,A5IKT2,36.667,1.18e-34,120.0
arch,A0B9D8,A5IBF6,34.3,8.72e-34,118.0
arch,A0B9D8,Q92B80,35.922,8.42e-33,115.0
arch,A0B9D8,A0RB63,33.981,5.52e-32,113.0
arch,A0B9D8,B8FVH4,33.333,2.88e-31,112.0
arch,A0B9D8,A7HPD4,39.535,1.35e-30,110.0
arch,A0B9D8,Q2RNS6,39.545,2.22e-30,109.0
arch,A0B9D8,Q2LUD8,38.208,2.5e-30,109.0
arch,A0B9D8,B2U6Z0,37.156,2.9099999999999998e-30,109.0
arch,A0B9D8,Q97EF4,31.25,4.28e-30,108.0
arch,A0B9D8,B3W6W7,36.715,9.85e-30,107.0
arch,A0B9D8,B1GZC1,33.495,2.1800000000000002e-29,106.0
arch,A0B9D8,B5YKL4,33.019,2.87e-29,106.0
arch,A0B9D8,Q2SJD2,37.5,5.5e-29,105.0
arch,A0B9D8,A0LA38,35.071,1.8e-28,104.0
arch,A0B9D8,A9BHQ4,30.144,2.98e-28,103.0
arch,A0B9D8,A9IRJ9,40.284,8.98e-28,102.0
arch,A0B9D8,Q82WI3,36.792,1.7600000000000003e-27,102.0
arch,A0B9D8,A5N7N9,31.754,3.72e-27,100.0
arch,A0B9D8,Q3Z6G4,29.032,1.49e-26,99.8
arch,A0B9D8,Q67PJ5,37.674,4.28e-26,98.6
arch,A0B9D8,A4IQ83,29.577,1.47e-25,97.1
arch,A0B9D8,B0RR82,33.488,1.18e-24,94.7
arch,A0B9D8,Q3B533,34.101,2.9599999999999997e-24,93.6
arch,A0B9D8,Q2N9N2,32.547,4.26e-24,92.8
arch,A0B9D8,B2IKV4,37.5,1.2299999999999998e-23,92.0
arch,A0B9D8,A1WY07,35.849,4.0799999999999996e-23,90.5
arch,A0B9D8,Q0B004,35.749,1.59e-22,88.6
arch,A0B9D8,Q1AU93,36.19,2.69e-22,88.2
arch,A0B9D8,Q10XS2,29.075,4.37e-22,88.2
arch,A0B9D8,Q88WI1,33.824,5.98e-22,87.4
arch,A0B9D8,A7X235,26.794,1.0300000000000001e-21,86.7
arch,A0B9D8,B4S715,32.864,1.0900000000000001e-21,87.0
arch,A0B9D8,A6QC86,33.173,1.21e-21,86.3
arch,A0B9D8,Q0VPI8,32.547,1.35e-21,86.7
arch,A0B9D8,Q5NPZ5,33.803,5.47e-21,84.7
arch,A0B9D8,Q2JPT2,31.336,6.490000000000001e-21,85.1
arch,A0B9D8,P74435,32.812,1.69e-20,83.6
arch,A0B9D8,Q8DGP3,29.557,4.72e-20,82.8
arch,A0B9D8,C0ZCE4,29.245,5.52e-20,82.4
arch,A0B9D8,Q0BWJ4,33.641,1.38e-19,81.3
arch,A0B9D8,Q02002,31.034,1.94e-19,82.8
arch,A0B9D8,Q5WGS2,27.363,3.67e-19,80.1
arch,A0B9D8,P12289,33.796,3.77e-19,80.1
arch,A0B9D8,Q1CZH4,34.783,5.99e-19,79.3
arch,A0B9D8,A5UYU9,32.87,2.17e-18,78.2
arch,A0B9D8,Q9K0C6,31.683,2.62e-18,77.8
arch,A0B9K4,Q9RWH0,26.611,3.48e-19,85.5
arch,A0B9K4,P74902,25.074,3.02e-15,73.6
arch,A0B9K4,Q5L589,31.343,0.057,33.5
arch,A0B9K4,A5FSR7,31.169,0.38,30.4
arch,A0B9K4,E6LHV5,35.088,0.94,28.9
arch,A0B9K4,A4XI71,39.216,2.4,27.7
arch,A0B9K4,E3PV41,28.333,6.9,26.6
arch,A0B9K4,Q2S1Z5,37.5,7.0,26.6
arch,A0B9K4,Q3Z9A4,25.926,7.5,26.2
arch,A0B9K4,A0LA39,41.176,8.1,26.2
arch,A0B9K4,Q97EF4,20.408,8.7,25.8
arch,A0B9K4,Q4FP13,41.176,8.8,26.2
arch,A0B9K4,Q0AP83,55.556,9.4,25.8
arch,A0B9K5,Q184F0,23.78,1.16e-05,42.0
arch,A0B9K5,Q8RI74,23.889,0.009,33.5
arch,A0B9K5,P74901,30.841,0.01,33.5
arch,A0B9K5,Q3J9F2,52.174,0.24,29.6
arch,A0B9K5,B8CZG9,34.375,0.28,29.3
arch,A0B9K5,Q73MX5,24.457,0.36,28.9
arch,A0B9K5,Q891P0,45.455,2.2,26.6
arch,A0B9K5,B8J162,32.258,5.5,25.4
arch,A0B9K5,Q7NL02,25.0,6.3,25.4
arch,A0B9K5,P43793,35.897,8.5,25.0
arch,A0B9K5,B5ZB96,27.049,9.7,25.0
arch,A0RTP4,B5YF84,41.919,6.44e-50,158.0
arch,A0RTP4,Q1AWE7,44.388,5.1499999999999993e-48,154.0
arch,A0RTP4,Q5YTE0,46.078,6.77e-47,152.0
arch,A0RTP4,A7GJS9,43.147,1.0399999999999999e-45,148.0
arch,A0RTP4,Q8EN04,43.147,3.5e-45,146.0
arch,A0RTP4,A8F840,44.162,7.279999999999999e-45,145.0
arch,A0RTP4,B0K4N6,40.102,1.04e-41,137.0
arch,A0RTP4,A0JXB5,39.286,2.59e-41,138.0
arch,A0RTP4,B8G664,42.132,2.95e-41,136.0
arch,A0RTP4,Q83GK3,41.117,3.5499999999999997e-40,133.0
arch,A0RTP4,Q6MEN7,40.816,2.1e-39,132.0
arch,A0RTP4,B6YQU3,38.974,3.7e-39,131.0
arch,A0RTP4,A7NDQ2,37.629,1.05e-37,127.0
arch,A0RTP4,Q8NS90,40.0,1.2800000000000001e-37,127.0
arch,A0RTP4,Q9CLJ5,40.099,2.1300000000000003e-37,126.0
arch,A0RTP4,B1KYX4,35.751,7.700000000000001e-37,125.0
arch,A0RTP4,A4XIB6,39.801,3.76e-35,120.0
arch,A0RTP4,Q02CB5,40.0,1.56e-34,119.0
arch,A0RTP4,B8FZR4,36.788,1.43e-29,106.0
arch,A0RTP4,A1A3A4,31.481,4.57e-28,103.0
arch,A0RTP4,Q2LXR3,34.518,1.21e-26,99.8
arch,A0RTP4,Q5WX94,25.0,1.1e-05,42.4
arch,A0RTP4,Q67KH8,27.778,1.75e-05,42.0
arch,A0RTP4,P16249,24.742,8.4e-05,40.0
arch,A0RTP4,Q4FPU1,24.615,0.000234,38.9
arch,A0RTP4,Q02132,29.63,0.000244,38.5
arch,A0RTP4,Q7NNK4,27.363,0.000272,38.5
arch,A0RTP4,Q9K6Z4,26.667,0.000279,38.5
arch,A0RTP4,P59118,23.699,0.000476,37.7
arch,A0RTP4,Q8ESS0,23.529,0.000571,37.4
arch,A0RTP4,A1AT17,30.097,0.000794,37.7
arch,A0RTP4,Q75FQ8,23.699,0.001,37.0
arch,A0RTP4,Q6A8L2,28.729,0.001,36.6
arch,A0RTP4,Q4JW55,32.099,0.001,36.6
arch,A0RTP4,Q7VRS2,24.49,0.002,36.6
arch,A0RTP4,Q2S299,26.257,0.004,35.0
arch,A0RTP4,Q8RCP4,41.509,0.007,34.7
arch,A0RTP4,B9KH18,22.619,0.01,34.3
arch,A0RTP4,Q2P3K0,26.5,0.014,33.1
arch,A0RTP4,Q9RX89,26.923,0.026,32.7
arch,A0RTP4,A0L8B9,35.088,0.038,32.3
arch,A0RTP4,P73002,28.916,0.038,32.3
arch,A0RTP4,Q8D1V0,25.17,0.11,31.2
arch,A0RTP4,Q5WYE9,29.412,0.13,30.4
arch,A0RTP4,B2S2Q3,23.645,0.16,30.8
arch,A0RTP4,B3WED3,29.87,0.18,30.0
arch,A0RTP4,Q73MV2,28.333,0.18,30.0
arch,A0RTP4,Q7M9X0,24.096,0.21,29.6
arch,A0RTP4,Q2J878,36.735,0.24,30.0
arch,A0RTP4,A7GMU8,31.169,0.27,29.6
arch,A0RU64,C4ZHB9,42.05,1.94e-131,388.0
arch,A0RU64,B9DWL8,43.694,2.24e-121,362.0
arch,A0RU64,A8F5H6,47.926,3.21e-121,360.0
arch,A0RU64,Q6MRL7,40.977,9.51e-116,347.0
arch,A0RU64,Q3B228,43.777,1.73e-112,339.0
arch,A0RU64,A2BWS5,41.127,1e-110,334.0
arch,A0RU64,Q9Z9G7,42.797,4.91e-110,333.0
arch,A0RU64,O51317,40.972,9.26e-107,324.0
arch,A0RU64,B3DWT4,45.309,1.21e-106,324.0
arch,A0RU64,Q9LCX3,42.795,1.26e-105,321.0
arch,A0RU64,A1R4R1,45.913,3.83e-105,321.0
arch,A0RU64,Q2S4S2,40.909,5.43e-105,320.0
arch,A0RU64,Q72SC3,41.41,2.5e-100,308.0
arch,A0RU64,A5VLG3,38.382,7.02e-100,306.0
arch,A0RU64,B6IN23,36.628,8.3e-96,297.0
arch,A0RU64,A5EY31,38.829,1.09e-95,295.0
arch,A0RU64,A8EXM1,39.286,1.6499999999999998e-94,293.0
arch,A0RU64,C0R074,41.475,3.3599999999999996e-94,291.0
arch,A0RU64,A0Q8I2,39.186,2.76e-93,289.0
arch,A0RU64,Q83GA1,40.888,6.73e-93,290.0
arch,A0RU64,B2S4Q7,41.007,1.5600000000000001e-86,272.0
arch,A0RU64,B1GZD3,36.458,1.6e-86,272.0
arch,A0RU64,A9I0H5,42.654,3.2e-85,269.0
arch,A0RU64,Q2GEE7,37.753,2.98e-81,258.0
arch,A0RU64,B9KD43,42.289,2.34e-78,249.0
